market,V0_kEUR_per_MW,V1_kEUR_per_MW,delta_kEUR_per_MW
DA,102.5320068477284,170.98846325,68.4564564022716
ID,102.9524900935792,16.399594054979723,-86.55289603859947
cap_up,299.4257068000001,302.69689179999995,3.271184999999832
cap_down,193.66355260000003,192.0435633,-1.619989300000043
act_up,99.43484603523311,97.80551863962054,-1.6293273956125631
act_down,-1.3972487533391602,2.362040073753271,3.759288827092431
total,796.6113536232017,782.2960711183534,-14.315282504848255
