month,local_hour,valid_qh,DA_avg_abs_mw,IDA_avg_abs_mw,aFRR_up_avg_mw,aFRR_down_avg_mw
2025-12,10,116,74.62068965517241,70.04672968551378,84.48275862068965,79.90517241379311
2025-12,11,116,78.12931034482759,68.85801530081241,80.94827586206897,74.25
2025-12,12,116,82.75862068965517,73.67695534919393,82.75862068965517,72.70689655172414
2025-12,13,116,82.75862068965517,71.48712543606827,80.17241379310344,59.06896551724138
2025-12,14,116,81.03448275862068,84.81100704208382,83.80172413793103,57.68103448275873
2025-12,15,116,84.27211427967815,97.06758248866953,85.34482758620689,74.49137931034483
2025-12,16,116,85.34482758620689,85.8442691553783,85.34482758620689,84.11206896551724
2025-12,17,116,75.86206896551724,78.60344827586206,81.26724137931035,90.4396551724138
2025-12,18,116,76.72413793103448,87.83391325248142,68.05172413793103,90.51724137931035
2025-12,19,116,81.03448275862068,88.6766218243191,67.72413793103448,87.93103448275862
2025-12,20,116,87.06896551724138,87.57946917823372,77.24137931034483,89.65517241379311
2025-12,21,116,82.75862068965517,80.42535055748782,72.98275862068965,91.37931034482759
2025-12,22,116,81.03448275862068,82.45743929645144,80.65517241379311,85.11206896551724
2025-12,23,116,81.63793103448276,82.44121386834236,83.31896551724138,82.76724137931035
2026-01,0,108,78.76851851851852,76.85692835038427,79.89814814814815,84.43518518518519
2026-01,1,108,69.44444444444444,71.67915759414232,84.81481481481481,84.92592592592592
2026-01,2,108,62.03703703703704,57.373562852324895,87.39814814814815,84.25925925925925
2026-01,3,108,64.81481481481481,63.842592592592595,88.88888888888889,83.76851851851852
2026-01,4,108,74.29629629629629,74.71959176474877,88.16666666666667,77.37037037037037
2026-01,5,108,75.99074074074075,73.36858850534124,86.6759259259259,75.8425925925926
2026-01,6,108,74.55555555555556,75.16761062218289,87.96296296296296,84.08333333333333
2026-01,7,108,77.52777777777777,81.52673970187408,81.73148148148148,85.22222222222223
2026-01,8,108,70.37037037037037,72.97203048290004,80.73148148148148,88.88888888888889
2026-01,9,107,73.38317757009345,72.43657106851352,87.72897196261682,88.78504672897196
2026-01,10,107,71.02803738317758,75.53271028037383,80.71028037383178,76.5233644859813
2026-01,11,108,76.12962962962963,67.5317780506244,84.69444444444444,73.0925925925926
2026-01,12,108,79.62962962962963,88.6287550350343,83.16666666666667,73.07407407407408
2026-01,13,108,77.77777777777777,81.47442688426212,83.68518518518519,67.03703703703704
2026-01,14,108,80.55555555555556,72.25500417106089,83.69444444444444,70.44444444444444
2026-01,15,108,81.48148148148148,82.17757875134681,85.07407407407408,80.89814814814815
2026-01,16,108,73.14814814814815,79.38556684705833,84.66666666666667,80.75925925925925
2026-01,17,108,70.37037037037037,76.61176063540535,83.51851851851852,81.42592592592592
2026-01,18,108,74.07407407407408,78.17910523165519,78.39814814814815,84.16666666666667
2026-01,19,108,80.55555555555556,83.33147442536095,74.30555555555556,84.67592592592592
2026-01,20,108,81.48148148148148,78.59590895808816,66.93518518518519,84.60185185185185
2026-01,21,108,76.62037037037037,87.8050149829888,73.39814814814815,84.25925925925925
2026-01,22,108,76.85185185185185,78.36342337524117,74.45370370370371,84.49074074074075
2026-01,23,108,70.37037037037037,71.18500430550387,83.53703703703704,75.96296296296296
2026-02,0,110,54.54545454545455,48.150851245594,81.73636363636363,94.12727272727273
2026-02,1,110,52.6,53.888026584697165,86.05454545454545,94.54545454545455
2026-02,2,111,48.648648648648646,49.171171171171174,87.009009009009,93.69369369369369
2026-02,3,110,51.83636329523714,50.7507894154835,90.13636363636364,94.54545454545455
2026-02,4,111,45.04504504504504,46.8018018018018,91.93693693693693,93.69369369369369
2026-02,5,110,45.45454545454545,48.18181818181818,93.63636363636364,92.72727272727273
2026-02,6,110,41.872727272727275,41.46363636363634,91.86363636363636,93.2909090909091
